File_Name,Emotion,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99
DC_d02.wav,disgust,-0.0030502523,-0.00054599904,0.0008781591,0.0022926112,-0.0016761271,-0.0044828644,0.00024731373,0.0058946772,-0.003938689,-0.0030817236,0.0021416778,-0.002491555,-0.0024315598,0.0023407803,-0.0013154779,0.002987678,0.0027971782,0.00028941385,0.0006682029,-0.0064365803,0.0017778166,-0.0012881949,0.004975957,-0.001224474,0.0023094905,8.361954e-05,-0.0029292481,0.0040873876,-0.002895839,0.0006107452,0.0029307504,0.0006169864,0.004882024,-0.0010728169,0.0015791735,0.0010122379,0.0033658291,0.0010540402,0.00090896495,0.001685173,0.0007814096,-0.0007454317,-0.00763833,0.0014179657,-0.00064188766,-0.0009172433,-0.00090204563,0.0026147813,0.0017562559,0.0025409635,0.00035000927,0.0010900716,-0.0006161369,0.0021031972,0.002448387,-0.0022167242,-0.00096078275,-0.00288022,0.0010451208,0.002878297,-0.0033749111,0.0002311402,0.0011813852,-0.0026177706,-0.0035558394,0.0013994105,0.0008174671,-0.0016122975,0.0008625498,0.0022087863,0.00037381466,0.0040120147,-0.0012748663,9.7667056e-05,0.002200168,0.00085136824,0.0011847289,-0.0014641231,0.002593813,-0.0030003283,-0.0017608441,0.0009751996,0.0036303264,0.003044577,-0.0040657334,-0.0018924983,0.00031531331,-0.001370981,0.00074143335,0.0014043364,0.001058808,0.0008696934,0.0027047857,0.00031643143,0.0029632852,-0.0014410248,0.00055783486,-0.0010823163,0.0012619487,0.0018058529
DC_a02.wav,angry,-0.0030502523,-0.00054599904,0.0008781591,0.0022926112,-0.0016761271,-0.0044828644,0.00024731373,0.0058946772,-0.003938689,-0.0030817236,0.0021416778,-0.002491555,-0.0024315598,0.0023407803,-0.0013154779,0.002987678,0.0027971782,0.00028941385,0.0006682029,-0.0064365803,0.0017778166,-0.0012881949,0.004975957,-0.001224474,0.0023094905,8.361954e-05,-0.0029292481,0.0040873876,-0.002895839,0.0006107452,0.0029307504,0.0006169864,0.004882024,-0.0010728169,0.0015791735,0.0010122379,0.0033658291,0.0010540402,0.00090896495,0.001685173,0.0007814096,-0.0007454317,-0.00763833,0.0014179657,-0.00064188766,-0.0009172433,-0.00090204563,0.0026147813,0.0017562559,0.0025409635,0.00035000927,0.0010900716,-0.0006161369,0.0021031972,0.002448387,-0.0022167242,-0.00096078275,-0.00288022,0.0010451208,0.002878297,-0.0033749111,0.0002311402,0.0011813852,-0.0026177706,-0.0035558394,0.0013994105,0.0008174671,-0.0016122975,0.0008625498,0.0022087863,0.00037381466,0.0040120147,-0.0012748663,9.7667056e-05,0.002200168,0.00085136824,0.0011847289,-0.0014641231,0.002593813,-0.0030003283,-0.0017608441,0.0009751996,0.0036303264,0.003044577,-0.0040657334,-0.0018924983,0.00031531331,-0.001370981,0.00074143335,0.0014043364,0.001058808,0.0008696934,0.0027047857,0.00031643143,0.0029632852,-0.0014410248,0.00055783486,-0.0010823163,0.0012619487,0.0018058529
DC_a05.wav,angry,-0.0015034899,0.0024996258,0.001750056,-0.0010336156,0.003747812,-0.00077405217,-0.0008367641,0.0022257457,0.0022796618,-0.0022712646,-0.00045698648,0.0009035526,0.00010803856,0.0002858391,0.0022424862,-0.0041808365,8.4968706e-05,0.0029745654,0.00023987552,-0.0036457176,0.0022957034,-0.0006107916,-0.00052616216,0.0050041387,0.00039408496,-0.0019288178,-0.0008718547,0.00059873314,-0.0038473378,-0.0012264748,-0.00064753916,0.0017725874,0.000424736,1.104225e-05,-0.0036913282,0.0009813033,0.0021167551,0.00023495192,-0.0019579143,-0.0030039968,0.001861612,0.0028100163,-0.002722495,-0.0020357987,-0.0012124048,-0.0038635351,-0.0008562588,0.00044560386,-2.423427e-05,0.0017953857,0.002418123,-0.0040368,-0.0031005335,-0.002255305,-0.0012240342,-0.0006456655,-0.0013779758,-0.0021007927,-0.0012684513,-0.0027131084,0.0014708312,0.004071884,0.0027949433,-0.003934593,-0.0017413221,0.0031805844,0.0044582034,-0.0007785405,-0.003224392,-0.00018020262,-0.003176647,0.0023043894,-0.0019949644,0.0020988449,0.0013042812,0.0063425386,-0.0020587263,-0.0008849418,-0.00746558,-0.00316394,0.0011041012,7.1758404e-06,-0.005270952,0.0050271535,-0.0047789374,0.005898503,0.0054084137,-0.0053773355,-0.0002539809,0.00364043,0.003466752,0.000573859,-0.0014725797,0.0026510572,0.003939266,0.0019680313,0.0018408165,-0.0005183081,-0.00075020856,-0.0030032606
DC_a08.wav,angry,6.840836e-05,0.002796335,-0.0019514821,0.0010650638,-0.002942712,0.0015594069,-0.006013715,-0.000103598424,-0.0013360215,-0.0012924046,0.00236799,0.0007452892,0.0022827243,5.203641e-05,-0.0016243331,0.0026022994,0.0014138125,0.0043665064,-0.0037963942,-0.00048517343,0.0017373934,0.0029767214,0.0058595086,0.0022127058,0.00059153326,0.003716518,-0.0016117065,-0.0033481952,-0.0009251873,-0.00270576,-0.002710577,0.0061773956,0.0034660443,0.0009987713,-0.0025313096,0.0022814393,0.005150801,0.00026933182,-0.0022808153,0.0043901354,-0.0005477378,0.004823368,0.0035575244,-0.0038441618,0.0014207006,-0.002255223,0.005242925,0.0031085445,-0.0006922341,-0.0043226834,-0.002557072,-0.0031476773,0.005018927,0.0016506907,0.002266076,0.0024850748,0.0014777201,-0.0022203668,-0.0039412794,0.0040144105,0.0026104122,-0.0046763625,-0.0018038396,-0.00021194869,0.0042538326,-0.00012235592,0.00037773958,-0.0013033478,-0.0019066675,-0.0044656335,-0.0007345465,0.003503344,0.00027126307,-0.0033877578,-0.0021206974,0.0015229037,-0.0048093405,-0.00400406,-0.0024331838,-0.00066779397,-0.0038671049,0.0045830896,0.0011766528,-0.0005033677,0.0020322988,-0.0013122632,-0.0027769215,0.0055825138,0.0029633327,0.0005142302,0.0017425992,-0.0025980042,-0.00338263,0.0047283377,0.0025874993,-0.0018409383,-0.0016544996,0.0011639086,0.0037169866,0.0011588834
DC_a10.wav,angry,0.002747853,0.0021290316,0.0035769213,0.0024420538,-0.0033258044,0.0011875404,0.00042394578,0.0051345173,-0.00048820587,-0.0027442228,0.005180398,0.0018066859,0.0028575673,0.0034056804,-0.0006596226,-0.0023131352,0.0045096623,-0.0033054012,0.0009345066,0.0057003507,0.003605254,0.0033585138,-0.0020538259,0.0018320812,-0.003107632,-0.0044321353,0.001038952,-0.002181713,0.0053724004,-0.00069807965,0.0009768618,-3.2587115e-05,-0.0020534578,-0.003947579,-0.0007094822,0.0054274346,-0.0021580295,-0.005496317,0.0026332377,-0.0027166607,2.5214626e-06,-0.0028490606,-0.0018528968,-0.004216649,0.0004753057,-0.0031401352,0.004976974,-0.0003514682,0.00022462624,0.0028182645,-0.00018529693,-0.0010899227,0.0014621463,0.0017790347,-0.0033987209,0.0041860384,-0.0015267286,-0.0041939877,0.0038084122,-0.00015053022,0.0005629811,-0.00038742245,0.0013446241,-0.004064399,-0.0015243536,-0.0023657375,-0.0020194785,0.0018619333,0.0036202315,0.0026765168,-0.004219559,0.0010016661,0.001178033,0.004118749,0.0023073547,-0.0006857822,0.0043331045,-0.0033461817,-0.0017496854,-0.002603656,0.0006781907,0.0050997324,0.0003098892,-0.0003029871,0.0037230602,-0.00075089076,-0.0014702737,0.0021525312,0.002042902,-0.00011716913,-0.0036400952,-0.00097044243,0.0046966686,-0.0042915056,-0.00321417,-0.00017992526,-0.0018543409,-0.0024974872,0.003012315,-0.002904112
DC_a04.wav,angry,-0.0033888228,0.00138413,-0.00079198275,-0.002865261,-5.7803118e-05,0.0009842757,0.00019293092,0.0052364008,0.00014621233,-0.0036514099,0.00028652113,-0.00031054765,-0.0021988698,-0.0036569117,0.0053740325,0.001366092,0.0023235872,7.847865e-05,0.002600535,-0.0012685892,-0.0056262393,-0.00018009983,-0.0016340651,-0.0010919671,0.004358247,0.0017435309,-0.00021445315,0.0039767013,0.0005150746,-0.0024846015,-0.0029037027,-0.00052154285,0.0032516473,-0.0049605486,-0.003934606,-0.0034884545,0.0026264233,-0.00088273257,-0.0013647343,-0.005399393,-0.00018114026,-0.0020010578,0.0006175672,-0.002837212,0.0015887124,-0.00275872,0.00066611613,-0.0010743602,-0.0017168053,-0.0032412,-0.0019957905,-0.006217905,-0.0025809666,0.0017783045,0.0015535641,0.00022745528,0.004448111,0.0017328294,0.000682709,0.0059276912,0.002695184,0.0006807883,-0.0067295833,-0.00043427094,0.000108555425,0.0054028677,-5.6331977e-05,-0.0015425151,0.00393808,0.00057582196,-0.002433354,-0.0035034362,-0.0015519769,-0.000486353,0.0015615645,0.004118583,0.004148661,-0.0028217067,0.0041811327,-0.0017108213,0.0024185174,-0.001044645,0.002931353,0.0040236902,-0.004492458,0.007037703,0.0049986206,0.0048997244,0.0038200864,0.00016408041,-0.0016613775,-0.0020303316,-0.001272569,-0.0020452912,-0.001281725,0.0023848652,-0.0055297697,-0.0053374125,0.000731591,-0.0005974588
DC_a07.wav,angry,-0.0017406124,0.0015695008,-0.0038672034,0.0005404739,-0.0024317985,0.00088393927,0.0028840716,-0.0016893327,0.0022460956,0.005499501,-0.0072454647,-0.0034354476,-0.0048478744,0.00034562685,-0.0008476805,0.0061744787,-0.0008181872,0.00016104802,0.0068999045,-0.0004243922,-0.0031595503,0.005074279,0.0068901493,-0.0048628063,-0.0030727275,0.003857443,0.008800293,0.00022274815,-0.0012277705,-0.0013384287,0.006445173,-0.0014938962,0.0027853337,0.0014084592,-0.0032262765,0.0067882226,8.724203e-06,-0.0024159935,0.006525188,-0.0012556046,-0.00055069453,-0.0035731774,0.0033962212,-0.0038955119,0.003291692,0.0011553727,-0.0027944047,-0.003059908,-0.00062617596,-0.0038819592,0.003543742,0.003254418,0.0024760815,-0.0009363348,-0.005408634,-0.0019186614,0.003410969,5.519949e-05,-0.0037760276,0.0034785655,0.0019052369,0.003120188,-0.0052938573,0.0036363816,-0.0017018585,-0.0036810178,-0.0036449824,0.003133536,4.264138e-06,-0.0053015654,0.00048961834,-0.0066355765,-0.003222538,0.005112309,0.00046683723,-0.00034768134,-0.0042423015,-0.0055599925,-0.0009133606,-0.0016655639,0.0007339523,-0.0007591687,0.0043761707,-0.00013545745,0.0032074398,-0.0010249391,0.0020866299,0.0009071247,-0.003655759,-0.0016391239,0.0010345778,-0.0014650604,0.0036196662,-0.004481619,0.0008549816,-0.0028159888,0.0009560072,-0.004730722,0.0021140205,-0.004483664
DC_a09.wav,angry,0.0026191173,0.0015547177,-0.0008593557,-0.0015045829,-0.0027460204,-0.0030293327,0.002766842,0.002015216,3.78713e-05,-0.0017789315,-0.0032927978,0.0023311006,-0.001545054,-0.0016409023,0.0022081402,0.0023334299,-0.0017158432,-0.006313272,-0.003384731,-0.0010768865,0.0025534432,0.003187232,-0.0009345401,0.0014887875,0.0034719445,-0.00056004344,-0.0022139389,-0.0018963233,0.00087904255,-0.0019704115,-0.002621638,0.0025892386,-0.0017486303,0.0025601739,-0.0024044309,-0.0020906138,-0.00076804805,-0.00051064533,-0.00018254248,-0.003099015,0.000533587,-0.005225346,0.00046354719,-0.002141906,0.004593748,-0.0004076031,-0.0044424753,8.513049e-05,0.0009805794,0.005242957,0.0030784637,-0.0009583027,0.0044784956,0.0011301395,-0.001152344,-0.0017487713,-0.0023378318,-9.549238e-05,-0.0030433766,-0.0020464887,0.0018442747,-0.0014920179,-0.00070254045,-0.0031566725,0.002067025,0.0023976662,0.0025984237,0.0022764786,-0.00330156,-0.00017040293,0.002022557,-0.002383776,0.0011942929,-0.001418858,-0.0042349896,0.0016493457,-0.00062989554,0.0021049164,0.0019222681,0.0011705757,0.0010508429,0.0018602811,-0.0060865493,-0.0024626453,5.7905097e-05,-0.001788316,0.0019538575,0.0043432247,-0.0004532279,0.001806159,0.0023115259,-0.00066418335,-0.0032004062,-0.0041933744,-0.0008601106,0.00399406,0.00012933859,-0.0029712676,-0.00057821145,0.001965832
DC_a11.wav,angry,-0.00258663,-0.0025906684,0.0019643875,-0.0038906774,0.0013030735,0.00047137938,-0.002775753,0.0013572536,0.0014778471,-0.0026801138,-0.0039077336,0.00089298876,-0.0003228713,-0.0051681073,-0.00029615476,-0.0032002898,-0.0037600782,-0.0033409453,0.00482732,-0.0019564372,0.003515838,0.0011842707,0.0026140963,-0.0024956884,-0.0011700074,0.0038375582,-3.4909986e-05,0.0009687655,0.00058961706,-0.0011250739,0.006218913,-0.002157746,-0.0007996252,-0.0020163802,0.0012767655,-0.0048634987,0.0042061387,0.0025393197,-0.0022363602,0.002669938,0.0013516669,0.0022076531,0.004227288,-0.0036683518,0.0002123361,-0.0042146947,-0.00011272472,0.002914385,-0.005032573,0.0012856453,0.0014246012,0.0006280024,-0.0017604735,0.0015876872,0.0001532872,0.004147268,-0.00079599896,0.0058563817,0.00047789724,0.00013807177,0.0011194069,0.0018426782,0.0008970037,0.0010612865,-0.004139495,-0.0044355355,0.0057087406,-0.0030782302,0.0005633527,0.007091842,-0.006067692,-0.00046599843,-0.001377397,-0.0006650707,0.0016938499,-0.0007043201,0.0046141543,-0.00087232795,0.00023106567,0.0021690542,-0.0038428826,-0.004450589,0.00065603596,0.0018262006,-0.0024835153,-0.0032493237,-0.008023554,0.0068538343,4.0546292e-05,0.002224061,-0.0010482927,-0.0028505754,-0.0015387171,-0.0033708932,-0.0027861998,0.003578166,-0.0004637621,0.0023767357,-0.002242195,0.0063694976
DC_a14.wav,angry,0.0019079293,0.0018396394,-0.0021272944,-0.0014335745,0.0015407825,0.0013338586,-0.0019094298,-0.0010812501,-0.0005143562,0.0036132352,-8.799343e-06,0.0041824635,-0.0007123084,-0.00012325475,0.003189385,-0.0013320061,-0.0010855614,0.00010404937,-0.000747363,-0.002657409,0.0028014085,-0.0016133334,0.003190304,-0.00017660401,-0.00022258486,0.0026464653,-0.0047369325,-0.0014481427,-0.000113661736,0.004408325,0.0020959142,-0.0015392167,0.003241919,-0.00012733259,-0.0017368959,-0.0021771276,-0.004445022,0.0018742358,0.0016292733,0.00023978723,-0.00074659585,-0.0012548957,-2.4012756e-05,0.0010920574,0.0001786284,-0.00064301246,-0.0039323117,-0.001805699,0.00017000006,0.00091181905,0.0001255503,-0.0031647899,-0.0031375182,-0.0031179297,0.0032161116,0.00074907683,-0.0008372965,0.0011932352,-0.0011117562,0.00022372081,0.0028372577,0.003334087,0.0004078928,-0.0031457748,-0.0007757919,-0.00052806834,-0.0004258623,-0.00035516312,-0.0006630701,0.002006345,-0.0017996652,-0.0007384663,-0.0034943898,-0.00089577097,-0.00063120737,-0.0013924413,0.001329423,0.0013105614,-0.00066659204,0.0015025535,0.00039501177,0.0004053094,0.00037284786,0.0012273802,-0.00066111964,0.0008285808,-0.002903271,0.003042714,0.004262695,-0.004516585,0.004224967,0.00049726997,0.0013791523,0.0008287326,0.0016584317,0.002658694,0.0015487284,-2.8194549e-05,0.002341203,0.0011383205
